Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Gender_M,Reached.on.Time_Y.N
6,3,275,6,1,4,4875,0,1,0,0,0,0,1,0
4,3,248,2,2,2,4700,0,0,0,1,0,0,0,0
4,2,140,3,2,49,1820,0,0,0,0,1,0,0,1
4,2,258,5,1,8,1878,0,0,0,0,0,0,0,0
3,4,208,2,1,37,2537,0,0,0,1,0,1,0,1
6,5,278,4,1,2,1167,0,0,0,1,0,1,1,1
4,3,186,3,1,7,5156,0,0,0,1,1,0,1,1
6,2,137,10,1,4,4490,0,0,0,1,0,1,0,0
6,3,154,2,3,7,4732,1,0,0,0,0,0,1,0
4,4,209,3,2,7,4717,0,1,0,0,0,0,1,1
4,3,235,3,2,4,5748,0,0,0,1,0,1,0,1
2,5,202,3,1,50,2587,0,1,0,0,0,0,1,1
6,5,212,2,2,38,2359,0,0,1,0,1,0,1,1
2,3,126,4,3,3,1364,0,0,0,0,1,0,0,1
3,4,184,4,2,2,4052,1,0,0,0,0,0,1,0
4,1,97,2,3,15,1836,1,0,0,0,0,1,1,1
3,2,181,3,1,4,5966,0,1,0,0,0,1,1,1
4,5,168,3,1,4,1363,0,0,0,0,0,1,0,1
4,3,149,3,2,17,1990,1,0,0,0,0,0,1,1
5,4,225,5,1,7,1476,0,0,1,0,0,1,1,0
5,4,149,3,1,51,1645,1,0,0,0,0,0,1,1
4,4,256,5,1,9,1622,0,0,0,1,0,0,1,1
3,2,220,3,2,8,4148,0,0,1,0,0,1,1,0
3,4,182,3,2,2,5281,0,0,1,0,0,1,0,1
4,3,171,4,1,55,1539,0,0,0,0,0,1,0,1
4,1,171,3,2,10,5971,1,0,0,0,1,0,1,0
5,5,184,3,2,7,4742,1,0,0,0,0,1,1,0
3,4,180,7,3,4,4408,0,1,0,0,0,0,1,0
4,1,144,4,2,6,5197,1,0,0,0,0,1,1,1
4,3,287,5,2,6,4376,0,0,0,0,0,1,1,1
4,5,163,3,2,2,4887,0,0,0,0,1,0,0,0
2,3,129,3,1,50,1111,0,0,0,0,0,1,1,1
3,5,164,3,2,43,1423,0,0,0,1,0,1,0,1
3,4,188,5,1,3,4835,0,1,0,0,0,1,0,1
3,3,150,2,2,9,4100,0,0,0,1,0,1,1,0
4,5,102,5,1,3,5767,0,0,0,0,0,1,0,0
4,4,193,2,1,6,4855,0,1,0,0,1,0,0,1
4,4,205,4,2,2,4690,1,0,0,0,0,1,0,1
4,2,141,3,2,61,1875,1,0,0,0,0,0,1,1
4,1,232,5,2,8,1943,0,0,0,1,0,1,1,0
5,3,148,3,2,48,1099,0,0,0,1,0,1,0,1
4,4,243,3,1,36,2111,0,1,0,0,0,1,0,1
4,1,224,3,2,36,3499,1,0,0,0,0,1,0,1
5,2,269,6,2,5,1097,0,0,0,0,1,0,0,0
3,5,240,6,1,21,3559,0,0,0,1,0,0,1,1
2,5,160,3,2,31,7401,1,0,0,0,0,1,0,1
4,3,192,3,1,10,4068,0,1,0,0,1,0,0,0
6,3,285,4,2,1,1606,0,0,0,1,0,1,0,0
3,2,233,3,2,7,5838,0,0,1,0,0,1,1,0
3,1,173,3,1,3,4453,0,1,0,0,0,1,0,1
3,1,236,4,2,10,1551,1,0,0,0,1,0,0,0
4,5,172,2,2,7,4559,0,0,1,0,0,1,1,0
3,1,243,3,2,2,5827,0,0,0,1,0,1,0,1
5,1,189,2,2,10,5248,0,0,0,1,0,1,1,0
4,4,161,3,3,59,1165,0,1,0,0,1,0,0,1
6,2,261,4,2,8,1891,0,1,0,0,0,1,1,0
5,5,232,6,1,2,1550,0,0,1,0,0,0,1,1
4,4,218,2,2,3,5692,1,0,0,0,1,0,0,1
5,1,234,5,2,2,1030,1,0,0,0,0,0,1,1
3,1,232,2,2,10,4719,0,0,0,0,1,0,1,0
4,3,229,2,1,6,4226,0,1,0,0,0,1,1,1
4,1,113,3,1,60,1200,1,0,0,0,0,1,0,1
6,5,285,4,2,5,1631,0,1,0,0,1,0,0,1
4,3,169,6,2,2,5607,0,0,0,1,0,1,0,0
3,1,238,2,1,9,5158,0,1,0,0,0,1,1,0
3,4,202,2,2,6,5030,0,0,1,0,0,1,0,0
3,5,252,3,1,18,3701,0,0,0,0,0,1,1,1
5,4,269,5,1,4,1537,0,0,0,0,0,1,0,1
4,1,157,2,2,3,5801,0,0,0,0,0,1,1,0
3,3,268,2,3,5,5195,0,1,0,0,0,1,0,0
7,4,285,4,2,2,1017,0,0,1,0,0,1,0,1
3,1,145,2,1,28,1313,0,0,0,0,0,0,1,1
4,3,134,3,2,13,1985,1,0,0,0,0,1,1,1
3,4,269,2,2,6,5951,0,1,0,0,1,0,1,0
4,5,142,10,3,5,4147,0,0,0,1,0,0,0,1
4,5,266,3,2,2,4867,0,0,0,0,0,1,0,0
4,2,243,5,2,8,1922,0,0,1,0,0,1,0,0
4,2,136,3,1,65,1962,0,0,1,0,0,0,0,1
4,2,198,3,1,4,5863,0,0,0,1,0,1,0,0
3,3,186,3,2,49,2356,1,0,0,0,0,1,1,1
5,3,138,3,1,5,5687,0,1,0,0,0,1,0,1
5,4,223,2,1,5,4424,0,0,1,0,1,0,1,1
5,5,264,3,3,3,5835,0,0,0,1,0,1,0,1
5,4,221,6,2,6,1488,0,1,0,0,0,1,1,1
4,5,245,3,1,7,4297,0,0,0,0,0,1,0,0
4,3,255,6,1,3,4278,0,0,0,0,0,0,1,1
3,1,207,2,1,7,4639,0,0,1,0,0,1,1,0
3,2,126,5,1,6,4372,0,0,0,1,0,1,0,1
4,1,197,3,1,6,5032,0,0,0,1,0,1,0,0
6,1,246,4,2,4,1504,0,1,0,0,1,0,1,1
3,3,246,4,1,3,4316,0,0,0,1,0,1,0,0
5,1,180,3,1,2,5013,0,0,1,0,1,0,0,1
4,5,260,3,1,14,2071,0,0,1,0,0,1,0,1
5,4,260,3,1,8,4535,1,0,0,0,1,0,1,0
5,5,236,3,2,62,3365,0,1,0,0,0,1,0,1
3,1,213,10,2,9,4862,0,0,1,0,0,0,1,0
6,4,221,5,2,8,4511,0,0,0,1,0,0,1,1
5,4,228,5,1,5,1844,0,1,0,0,1,0,1,0
4,5,242,6,1,9,1858,1,0,0,0,0,1,0,0
3,2,207,3,3,3,4909,0,0,1,0,0,1,0,1
3,4,243,2,1,14,3693,1,0,0,0,0,1,0,1
6,3,252,2,1,6,1470,0,0,0,0,0,1,1,1
5,1,245,5,1,7,1092,0,0,0,1,0,0,0,0
5,3,199,10,2,1,5865,0,0,0,0,0,1,0,0
4,3,118,5,1,15,1601,0,0,0,0,0,1,0,1
4,1,245,5,1,3,1537,0,0,0,1,0,1,0,0
6,4,279,4,1,5,1241,0,0,0,1,0,1,0,0
3,3,209,3,3,2,4036,0,0,0,1,0,1,0,1
4,5,235,5,1,6,1460,0,0,1,0,0,1,1,0
4,1,144,2,3,35,1072,1,0,0,0,0,1,1,1
3,1,264,4,1,10,4265,0,0,1,0,0,1,1,0
3,2,108,4,1,5,4787,0,0,1,0,0,1,0,0
4,3,269,6,2,62,3950,0,1,0,0,0,0,1,1
5,1,211,3,1,7,5594,0,0,0,0,0,1,1,1
5,3,210,3,2,9,5912,0,0,1,0,0,1,1,0
4,1,201,8,2,4,4295,1,0,0,0,0,1,1,0
3,3,178,2,2,4,1778,0,0,0,1,0,1,1,1
5,2,255,5,2,4,1634,0,1,0,0,0,0,1,0
5,3,194,7,2,10,5700,0,0,0,1,0,0,0,0
3,2,143,3,1,58,1785,0,0,0,1,0,1,0,1
2,1,229,3,2,9,5075,1,0,0,0,0,1,1,0
5,4,271,3,1,3,5218,0,0,0,0,0,1,1,1
4,4,127,4,3,54,1239,0,0,0,1,0,1,1,1
2,3,215,2,2,3,5052,0,0,1,0,1,0,0,1
4,4,251,2,1,2,4800,0,0,0,0,1,0,1,0
4,1,190,3,1,32,2774,0,0,1,0,1,0,0,1
4,3,137,3,2,46,1299,1,0,0,0,1,0,1,1
3,5,245,4,1,8,5600,0,0,0,1,0,1,1,0
4,3,225,8,1,8,4718,1,0,0,0,0,0,1,1
4,5,244,3,1,7,4172,0,1,0,0,1,0,0,0
3,2,134,3,1,20,1391,0,1,0,0,0,0,0,1
3,1,104,2,1,1,1021,1,0,0,0,0,0,1,1
5,2,254,3,2,8,5892,0,1,0,0,0,0,0,1
4,5,269,5,1,3,1118,0,0,1,0,0,1,0,0
5,2,243,5,2,4,1013,0,0,0,1,0,1,0,1
3,2,169,2,2,61,1511,1,0,0,0,0,0,1,1
3,2,226,4,2,8,5225,0,0,0,1,0,1,0,0
3,1,179,3,3,5,5898,0,0,1,0,0,0,1,1
5,2,249,3,3,8,5000,1,0,0,0,0,1,0,1
4,2,283,2,3,1,4115,0,0,1,0,0,0,0,0
5,1,199,10,2,8,4140,0,0,0,0,0,0,0,0
4,5,274,2,1,2,4492,0,0,0,1,0,1,0,1
4,1,245,3,1,5,4523,0,0,1,0,0,1,0,0
3,4,157,3,2,6,5611,0,0,0,1,0,0,0,0
4,1,206,3,1,4,4745,0,0,0,1,1,0,0,0
3,3,182,10,1,3,5555,0,0,0,1,0,0,1,0
4,1,245,5,2,1,1472,0,0,0,1,0,1,1,0
3,2,267,5,1,48,2622,0,0,1,0,1,0,0,1
4,3,248,5,1,7,1789,0,0,0,1,0,1,0,1
3,4,175,3,1,8,4274,0,0,0,0,0,1,1,1
5,2,233,3,3,7,5323,0,1,0,0,0,1,1,1
5,2,217,3,1,27,2999,0,0,1,0,0,0,1,1
3,4,256,3,1,7,5013,0,1,0,0,0,1,1,1
3,5,172,2,2,60,1840,0,0,1,0,0,1,1,1
4,3,223,3,1,35,2715,1,0,0,0,0,1,1,1
3,2,203,2,2,39,3845,0,0,0,1,0,1,0,1
5,2,155,3,1,10,4485,0,0,0,0,1,0,0,1
6,4,150,5,2,8,4709,0,1,0,0,1,0,0,0
4,4,214,3,2,1,4717,0,0,0,1,1,0,0,0
3,3,220,3,1,10,5234,1,0,0,0,0,0,0,1
2,5,168,3,1,37,1717,0,1,0,0,1,0,1,1
4,3,274,5,1,3,1637,0,1,0,0,1,0,0,1
2,2,146,3,2,1,1162,0,0,0,1,0,1,0,1
5,5,240,6,1,10,1986,0,0,1,0,0,1,0,0
3,2,252,3,2,7,4507,0,0,0,1,1,0,1,0
4,3,102,3,2,3,4845,1,0,0,0,1,0,0,1
5,2,162,4,2,7,5477,0,0,0,0,0,0,1,1
4,2,246,3,2,1,5113,0,0,0,0,0,0,1,0
5,2,238,5,1,4,1962,0,0,0,0,0,1,0,0
2,2,129,3,2,22,6614,0,0,0,1,1,0,0,1
4,4,251,6,2,4,1869,0,0,0,1,0,1,1,0
3,3,174,3,2,2,4221,0,0,0,1,0,1,0,0
7,2,302,4,1,6,1632,0,0,0,1,0,1,1,0
7,4,267,4,2,9,1378,0,0,0,0,0,0,0,1
3,3,120,3,1,55,1534,0,0,0,0,1,0,0,1
6,5,299,4,1,1,1629,0,1,0,0,0,1,0,1
5,3,270,5,2,7,1303,0,0,1,0,0,0,0,1
5,5,174,3,3,9,5969,0,1,0,0,1,0,0,1
4,3,253,5,1,6,1366,0,0,0,1,0,1,1,1
4,4,239,3,2,7,5297,0,0,1,0,0,1,0,1
4,4,223,4,1,3,5613,0,0,0,0,0,0,1,0
3,1,250,3,1,8,3617,0,0,0,1,0,1,0,1
5,3,269,3,1,8,4811,0,0,0,0,1,0,0,0
6,5,152,4,2,8,5351,0,1,0,0,0,1,0,0
4,4,179,3,1,48,1943,0,1,0,0,1,0,1,1
6,3,170,4,1,1,4912,0,0,0,1,0,1,1,0
4,1,211,3,3,5,5757,0,0,1,0,0,1,1,1
3,4,272,3,1,44,2548,0,0,0,1,0,1,1,1
4,4,238,2,1,4,4337,0,0,0,1,1,0,0,1
4,3,150,2,3,8,4965,0,0,1,0,0,1,0,1
3,3,259,8,3,6,5939,0,0,0,1,0,1,0,0
4,5,226,5,1,5,4833,0,0,0,1,0,1,0,0
4,3,179,3,1,3,5495,0,0,1,0,1,0,0,1
3,2,154,3,1,6,5540,0,0,0,1,0,1,0,1
3,1,250,3,2,6,5832,0,0,0,1,0,1,0,0
3,1,209,2,2,3,4184,0,0,0,1,0,1,0,0
6,3,281,5,2,8,1864,0,0,0,1,1,0,0,1
3,1,185,4,1,35,3648,0,0,0,0,0,1,0,1
5,2,186,3,2,15,2153,0,0,0,1,0,1,0,1
3,4,239,4,2,8,4537,0,0,0,1,0,1,0,0
3,1,182,2,1,3,5510,0,0,0,1,0,1,0,1
3,2,231,3,1,55,3952,0,0,1,0,0,1,1,1
5,2,174,4,2,8,5627,0,0,0,0,0,1,1,1
6,3,306,4,3,5,1261,0,0,0,1,0,1,0,1
2,2,254,2,1,8,5827,0,0,0,1,0,1,0,0
4,2,247,3,2,64,2198,0,1,0,0,0,1,0,1
3,2,189,3,2,2,4152,1,0,0,0,0,0,0,1
5,1,285,4,2,10,1428,0,0,1,0,0,1,0,0
4,2,221,2,2,54,3065,0,1,0,0,1,0,1,1
3,3,200,3,1,3,5739,0,0,0,1,0,1,1,0
3,1,129,3,2,9,5296,0,0,0,1,0,0,1,1
4,5,157,3,2,2,5791,0,0,0,1,0,1,1,1
4,4,265,3,1,9,5508,0,0,0,1,0,0,1,0
6,3,235,3,1,7,4829,0,0,1,0,1,0,0,1
4,5,243,5,1,7,1243,0,0,0,0,0,1,1,1
3,5,230,3,3,4,5189,1,0,0,0,0,0,1,1
5,5,145,3,2,37,1993,0,0,0,1,0,1,0,1
6,5,135,5,1,55,1078,0,0,0,1,0,1,1,1
3,4,175,3,1,6,5503,1,0,0,0,0,1,1,0
3,4,196,2,2,5,4342,0,1,0,0,1,0,0,1
5,5,245,5,1,5,1381,0,0,0,1,0,1,1,1
4,1,228,5,1,6,1727,0,0,1,0,0,0,0,1
4,4,271,6,3,3,5204,0,0,1,0,1,0,1,0
3,4,189,2,2,12,2888,0,1,0,0,0,0,1,1
2,2,171,2,2,6,5105,0,0,0,1,0,1,0,0
3,1,162,4,2,4,5683,0,1,0,0,1,0,0,0
4,1,162,2,1,47,1540,0,0,0,0,1,0,0,1
5,2,214,2,1,10,5192,0,1,0,0,0,1,0,0
5,2,205,4,1,6,5486,0,0,0,0,0,1,1,0
5,1,174,6,2,44,1635,0,0,0,1,0,1,1,1
6,2,247,4,2,1,1668,0,0,0,1,0,1,1,0
2,3,140,2,2,20,1832,0,0,0,0,0,1,1,1
4,4,182,3,2,8,5453,0,0,0,1,0,1,0,1
4,2,227,4,2,22,2460,0,1,0,0,0,1,0,1
5,1,263,3,2,6,4505,0,0,0,1,0,1,1,1
5,4,202,3,1,3,4559,0,0,1,0,0,0,0,1
4,2,245,2,1,3,4000,0,0,0,1,0,1,1,0
4,5,197,3,1,34,3784,0,1,0,0,1,0,0,1
4,1,150,2,1,5,4133,0,0,0,0,0,1,1,0
4,5,151,4,2,10,4796,0,1,0,0,0,1,1,0
4,5,192,2,3,4,4518,0,0,1,0,1,0,0,0
5,2,152,3,2,4,4699,0,0,0,1,0,0,1,1
5,3,263,5,2,6,1192,0,0,0,1,0,1,0,0
4,5,228,5,1,9,1381,0,0,0,1,0,1,1,0
5,4,186,2,1,3,4213,0,1,0,0,0,0,1,0
4,1,238,3,3,4,4910,0,1,0,0,0,1,0,0
6,4,310,4,2,1,1494,0,0,1,0,0,1,1,1
3,4,240,3,3,6,4412,0,0,1,0,0,1,0,0
4,1,208,3,1,6,5345,0,0,0,0,0,1,0,1
5,3,178,4,2,10,5382,0,0,1,0,0,1,1,1
6,5,290,4,1,6,1929,0,0,1,0,0,1,1,0
2,5,201,3,2,29,3894,1,0,0,0,0,1,0,1
4,1,258,3,2,4,3686,0,0,0,1,0,1,0,1
4,2,173,2,2,9,4307,0,0,0,0,0,1,1,0
3,4,267,3,3,8,5337,1,0,0,0,0,1,1,1
5,5,239,3,1,5,4122,0,0,0,1,0,1,1,0
4,4,146,3,1,10,5805,0,0,0,1,1,0,0,0
2,4,233,2,2,6,4758,0,0,0,1,0,1,0,0
5,5,260,2,1,23,3065,0,0,0,1,0,1,0,1
5,4,133,2,2,30,1161,0,0,0,1,0,1,1,1
5,2,141,2,2,1,4287,0,0,1,0,0,1,0,0
3,3,239,3,1,4,1399,0,0,0,1,0,1,0,0
5,1,279,8,1,6,5888,0,0,0,1,0,0,0,1
3,2,255,7,1,3,5936,0,1,0,0,0,1,0,0
4,2,104,7,2,46,1438,0,0,0,1,1,0,0,1
4,4,158,3,1,61,1507,1,0,0,0,1,0,0,1
3,2,226,2,1,10,4254,0,0,0,0,0,1,1,0
4,5,98,4,1,5,5188,0,0,0,1,0,0,1,0
5,3,227,5,2,9,4990,0,0,0,1,0,1,0,0
6,3,278,4,2,4,1716,0,0,0,1,0,1,1,0
6,5,310,4,2,10,1553,0,0,1,0,0,1,0,0
6,3,167,6,1,15,1278,0,0,0,1,0,1,0,1
2,4,160,3,1,50,1030,0,0,0,1,1,0,0,1
5,5,257,3,2,5,5084,0,0,0,0,0,1,0,0
5,1,125,4,2,3,5595,0,0,1,0,0,1,1,0
7,1,244,4,1,8,1817,0,0,0,1,0,1,1,1
4,1,269,2,2,8,4930,0,0,0,1,0,1,0,0
6,3,245,4,1,10,1798,0,0,0,0,0,1,1,0
4,3,145,4,2,2,5735,0,0,0,0,0,1,1,0
4,2,196,5,1,5,4994,0,0,0,1,0,1,1,0
6,5,292,4,1,10,1969,0,0,1,0,0,1,0,1
7,5,133,5,1,7,1239,0,0,1,0,0,1,0,1
4,4,247,3,3,2,5324,0,0,0,1,0,1,0,1
5,5,258,4,3,5,4562,1,0,0,0,0,1,0,0
3,1,215,6,3,5,3432,0,0,0,1,0,1,1,1
4,4,156,2,1,5,5216,1,0,0,0,0,1,0,0
4,5,232,5,1,3,1817,0,0,0,1,0,1,0,0
4,1,271,2,2,8,2401,0,0,0,1,0,1,0,1
5,2,227,6,2,6,1620,1,0,0,0,1,0,0,0
3,2,142,3,1,9,4234,0,0,1,0,0,0,1,0
5,5,261,6,2,1,1082,0,0,1,0,1,0,0,0
4,4,151,3,2,5,4732,0,0,0,1,0,1,0,0
3,4,214,2,1,50,3881,0,0,0,0,0,1,1,1
3,2,183,3,2,25,2023,0,0,0,1,0,1,0,1
3,3,248,4,1,36,3276,0,0,0,1,1,0,0,1
4,4,138,5,1,10,5401,0,0,0,1,0,1,1,0
5,2,241,3,1,10,4244,0,0,0,0,0,1,0,1
4,2,262,4,1,2,5311,0,0,0,1,0,1,1,0
3,4,199,4,2,6,5207,0,0,1,0,0,1,0,0
2,2,230,3,1,7,4889,0,0,0,1,0,1,0,0
2,3,239,6,2,4,4022,0,1,0,0,0,1,1,0
2,1,220,2,2,6,4382,1,0,0,0,0,0,0,1
3,2,251,2,1,5,3443,0,0,0,1,0,1,0,1
5,3,273,4,2,1,5119,0,1,0,0,0,1,1,0
3,1,145,2,1,34,1773,0,1,0,0,0,1,0,1
4,2,209,2,2,3,5607,0,0,1,0,1,0,1,0
3,3,187,6,1,2,4549,0,0,1,0,0,1,0,0
4,2,176,3,2,12,1750,0,0,0,1,0,1,0,1
2,1,206,2,1,7,4721,0,0,0,1,0,1,1,0
3,1,254,4,1,33,2542,1,0,0,0,0,1,0,1
4,2,222,3,1,3,5130,0,0,1,0,0,1,0,0
5,4,177,2,1,14,1735,0,0,0,0,0,1,1,1
3,4,246,3,3,1,4273,0,0,1,0,0,1,0,1
4,1,236,3,1,4,4248,0,1,0,0,0,1,0,0
4,4,201,2,2,7,4320,0,0,0,1,0,1,1,0
4,3,235,6,2,2,4689,1,0,0,0,0,1,1,0
5,4,145,6,2,6,4403,1,0,0,0,1,0,1,0
6,4,251,4,1,10,1568,0,0,0,1,0,1,0,1
4,2,180,3,1,47,1434,0,1,0,0,0,0,0,1
4,5,188,3,1,13,2409,0,0,0,0,0,1,0,1
5,1,222,4,1,63,3506,0,0,0,0,0,1,1,1
5,4,228,5,1,9,1044,0,0,0,1,0,1,1,0
3,4,236,4,2,2,1016,0,1,0,0,0,1,1,0
3,1,135,4,2,47,1840,0,0,0,0,0,1,1,1
2,5,211,3,1,3,1368,1,0,0,0,0,1,1,0
4,2,192,4,1,61,2256,0,0,0,1,0,0,0,1
4,5,148,3,3,6,5473,0,1,0,0,1,0,0,1
4,5,169,4,1,6,4213,0,0,1,0,0,1,0,0
5,4,160,3,3,2,5876,0,0,0,1,0,1,1,0
4,3,228,5,2,8,1753,0,0,1,0,1,0,1,1
4,5,264,3,2,16,2245,0,1,0,0,0,1,1,1
4,2,111,2,3,4,5393,0,1,0,0,0,0,0,0
3,5,156,4,1,6,1015,0,0,0,0,1,0,0,0
3,5,209,3,3,4,5413,1,0,0,0,0,1,0,0
2,2,145,3,2,5,6102,0,0,0,1,1,0,0,1
6,4,279,4,1,9,1128,0,0,0,1,0,1,1,0
5,5,193,3,1,3,5037,1,0,0,0,0,1,0,0
3,3,168,2,2,1,1829,0,0,0,0,0,0,0,1
5,2,192,2,1,5,4046,0,0,0,0,1,0,1,0
3,3,154,4,3,2,4921,0,0,0,0,0,1,0,1
3,4,249,3,3,10,5629,0,0,1,0,0,1,0,1
6,3,176,5,1,7,1767,0,1,0,0,0,1,0,1
5,4,187,3,1,53,3172,0,0,0,0,0,1,0,1
2,1,277,6,1,10,4165,0,0,1,0,0,1,1,0
3,5,151,2,2,8,4408,0,0,0,1,1,0,1,1
3,1,165,3,2,61,1313,1,0,0,0,0,1,1,1
5,2,271,3,2,32,3785,0,0,0,1,0,0,1,1
4,5,164,3,3,3,4454,0,0,0,1,0,1,1,0
4,3,181,2,1,4,5622,0,0,0,1,0,1,0,1
5,1,135,3,1,3,4939,0,0,0,0,1,0,1,1
4,4,203,3,2,8,4443,0,0,0,1,0,0,1,0
4,2,273,4,1,26,3223,0,1,0,0,0,1,0,1
6,4,257,4,2,9,1108,0,0,0,1,0,1,0,1
2,2,148,6,2,63,1279,0,0,0,1,1,0,0,1
4,5,253,3,1,1,5402,0,1,0,0,0,1,0,0
3,3,264,3,1,6,5482,0,0,1,0,0,0,0,1
5,4,217,5,3,3,1007,1,0,0,0,0,1,0,1
4,4,223,3,2,51,3895,1,0,0,0,0,1,0,1
4,1,179,2,2,7,4605,0,0,0,0,0,0,0,0
4,1,219,2,2,2,1752,1,0,0,0,0,1,0,0
6,2,259,4,2,6,1066,1,0,0,0,0,0,1,1
5,5,166,3,2,20,1267,0,0,0,1,0,1,0,1
4,2,223,6,1,10,1650,0,1,0,0,0,0,0,1
3,4,173,3,2,52,1587,0,0,0,0,0,1,1,1
5,2,172,5,2,5,4805,0,0,0,1,0,1,0,0
3,5,137,2,2,38,1647,0,0,1,0,0,1,1,1
5,2,197,5,1,4,4196,0,0,1,0,1,0,0,1
5,4,97,3,2,8,4577,0,0,0,1,0,0,0,0
3,5,243,3,2,5,4383,0,0,1,0,0,1,0,0
5,4,156,4,1,1,5533,0,0,0,0,0,1,1,1
4,3,248,3,1,5,4781,0,0,0,1,0,1,1,1
2,5,111,2,1,4,4473,1,0,0,0,1,0,1,1
4,4,236,2,2,6,5101,0,0,0,0,0,1,0,1
5,5,287,4,1,4,1509,0,0,1,0,0,1,1,1
2,2,242,3,3,9,4717,0,1,0,0,0,0,1,0
5,2,183,5,3,8,4820,0,0,0,1,0,1,0,0
5,2,157,2,1,58,1654,0,0,1,0,1,0,1,1
3,5,226,3,1,8,5203,0,0,0,1,0,1,1,1
4,2,247,4,3,9,4588,0,0,0,0,0,1,0,1
4,3,247,10,3,10,5882,0,0,0,0,1,0,1,0
6,5,261,4,1,3,1217,0,0,1,0,0,1,0,1
4,5,162,2,2,62,1650,0,1,0,0,1,0,1,1
6,2,99,3,1,8,5872,0,0,0,0,0,1,1,0
5,1,166,2,1,44,1647,1,0,0,0,0,1,1,1
3,3,158,2,1,10,4061,0,0,0,0,0,1,1,1
5,5,180,2,3,5,4585,0,0,0,1,0,0,1,1
4,2,108,10,2,5,4645,0,1,0,0,1,0,1,0
7,1,309,4,1,4,1151,1,0,0,0,1,0,0,0
4,2,179,3,3,30,1076,0,0,0,1,0,1,0,1
6,3,290,4,1,5,1784,0,0,0,1,0,1,1,0
5,4,168,3,1,34,1779,0,1,0,0,0,1,1,1
6,2,255,4,1,9,1157,0,0,1,0,0,1,1,0
3,1,221,3,3,3,5005,0,1,0,0,1,0,1,1
4,5,228,5,1,5,1373,1,0,0,0,0,1,1,1
3,5,221,2,1,6,5289,0,0,0,1,0,1,0,0
3,4,203,3,2,1,5543,0,0,0,0,0,1,1,0
3,5,233,3,2,52,3519,0,0,0,1,0,0,1,1
4,1,205,2,1,10,4086,1,0,0,0,0,0,1,0
3,2,231,4,2,4,5510,0,1,0,0,0,1,1,0
4,2,251,2,1,53,2673,0,0,0,1,0,1,1,1
5,2,287,3,2,3,4903,0,0,1,0,0,1,0,1
6,5,244,4,2,4,1648,1,0,0,0,0,0,0,1
3,2,189,3,2,2,4718,0,0,1,0,0,1,1,0
4,5,178,3,1,48,1819,0,0,1,0,0,1,0,1
4,3,119,5,2,5,1841,0,0,1,0,0,1,1,1
4,2,248,3,1,2,5028,0,0,0,1,0,1,1,1
5,2,167,4,1,10,4325,0,0,0,1,0,1,1,0
4,3,279,6,2,2,5405,0,1,0,0,0,1,1,0
4,1,247,2,1,3,4113,0,0,0,0,0,1,1,0
5,5,262,6,1,5,1418,0,0,0,1,0,1,0,1
5,2,223,3,1,51,3687,0,0,1,0,0,0,0,1
4,5,180,2,2,1,4332,0,1,0,0,0,1,0,0
3,5,272,2,2,6,4652,0,0,1,0,0,1,1,0
3,2,179,3,2,9,5224,0,0,0,0,1,0,1,1
5,1,241,4,2,7,5519,1,0,0,0,0,1,1,1
5,4,157,7,2,9,4272,0,0,1,0,0,1,0,0
4,4,220,3,1,4,5622,0,0,0,1,0,1,0,0
6,3,304,5,2,6,1184,0,0,0,1,1,0,0,0
3,5,155,4,1,6,5386,1,0,0,0,0,1,1,0
6,4,285,4,2,4,1244,0,1,0,0,0,1,1,1
3,4,190,10,2,38,2018,0,0,0,1,0,1,0,1
3,4,186,2,2,9,5841,0,0,0,1,0,1,0,0
4,1,240,4,1,10,5965,0,0,0,1,0,1,1,1
5,3,132,3,1,7,4462,0,0,1,0,1,0,1,1
4,2,232,3,3,46,2835,0,0,0,1,0,1,1,1
3,5,180,3,1,6,1228,0,0,0,0,0,1,1,1
4,2,216,3,1,12,2273,0,1,0,0,0,1,0,1
6,2,309,4,2,8,1289,0,0,0,0,0,1,0,1
5,4,211,2,2,7,4734,0,0,0,1,0,1,0,0
7,1,301,4,1,6,1052,0,0,0,1,0,1,0,1
5,1,111,4,3,2,5978,0,1,0,0,0,1,0,1
4,1,140,2,1,5,1274,0,0,0,1,0,0,0,1
4,5,258,3,1,8,4046,0,0,1,0,1,0,1,1
5,4,224,3,1,34,2627,0,0,0,1,0,1,0,1
5,3,270,5,1,1,1568,0,0,0,0,0,0,0,1
2,5,192,6,1,41,2673,0,0,0,0,0,1,0,1
4,2,151,2,2,6,4987,0,0,0,1,0,0,1,0
3,5,161,3,1,2,4475,0,0,0,1,0,0,1,0
6,1,249,4,2,2,1326,1,0,0,0,0,1,1,1
3,2,149,3,2,64,1920,0,1,0,0,0,1,0,1
3,5,261,3,2,15,2989,0,0,0,0,0,1,1,1
6,1,250,4,2,5,1747,0,0,0,1,0,1,1,0
5,5,262,5,1,6,1887,0,0,0,1,0,1,1,1
5,2,240,5,2,3,1079,1,0,0,0,0,1,1,0
5,1,268,5,2,1,4704,0,0,0,0,1,0,1,0
4,5,244,3,1,6,1360,0,0,1,0,0,1,1,1
